"Hash","Subject","Date","Parents"
"8229987eb48c6c93f389f15947cc4736886f46de","Modernize chat UI with SaaS dark layout and refined panels","2026-03-08 17:23:55 +0600","35076144d9497cbd3a992b9a4c9c1b4082b5370b"
"f8ac77062f427afeffb673b8018684e0cd3890eb","???????????????","2026-03-08 17:37:42 +0600","68b397b3de639f59d9bba3243aec80c8e8f9abef 8229987eb48c6c93f389f15947cc4736886f46de"
"15238dcde84d4fa34c0fb978bb0f1d92fa7d0a42","Refine chat direct-state UI and simplify right panel","2026-03-08 18:49:07 +0600","35076144d9497cbd3a992b9a4c9c1b4082b5370b"
"809738188bc675c1c183ec34dcbcae64c2180a1b","merge remote-tracking branch 'origin/codex/investigate-invalid-token-issue-after-login-imhfd7'","2026-03-08 18:51:48 +0600","f8ac77062f427afeffb673b8018684e0cd3890eb 15238dcde84d4fa34c0fb978bb0f1d92fa7d0a42"
"9377bf037ed6db6f0c49c6cc8499236adfdade0b","Expand page specs for all website routes and components","2026-03-08 19:33:23 +0600","35076144d9497cbd3a992b9a4c9c1b4082b5370b"
"48d0972d69f638a967402aadfee3e49fe4bec54f","Merge branch 'codex/investigate-invalid-token-issue-after-login-2fqhmk' meow","2026-03-08 19:36:17 +0600","809738188bc675c1c183ec34dcbcae64c2180a1b 9377bf037ed6db6f0c49c6cc8499236adfdade0b"
"45b84aad885690334320d1425beb8b4d53fbe12b","Refine chat page UI to AllForChat","2026-03-08 23:19:07 +0600","48d0972d69f638a967402aadfee3e49fe4bec54f"
"f902a8fe99182f6fe0d8e96818f187066796961f","f","2026-03-11 23:58:24 +0600","45b84aad885690334320d1425beb8b4d53fbe12b"
"46811813ca4d56700cabab5f5cd21e676eb7b36d","d","2026-03-12 01:30:40 +0600","f902a8fe99182f6fe0d8e96818f187066796961f"
"0cea0dd5cf76cee1b7508c6ed4aa921c6fb9942a","Include build files","2026-03-12 01:38:11 +0600","46811813ca4d56700cabab5f5cd21e676eb7b36d"
"c14378293dc0adfd5b745f89d44f5865a5b9244f","g","2026-03-14 11:08:18 +0600","0cea0dd5cf76cee1b7508c6ed4aa921c6fb9942a"
"c276e1bb9a9499f1bd3b7ee369d59af75484e306","g","2026-03-14 22:06:05 +0600","c14378293dc0adfd5b745f89d44f5865a5b9244f"
"1abe6d1bd068d91ce12b90901d487cbee2bb7de9","Outline B2B marketplace plan","2026-03-15 05:18:33 +0600","c276e1bb9a9499f1bd3b7ee369d59af75484e306"
"4252ad6c31f7293e472537c11d14e4178d9bf10a","g","2026-03-15 07:46:41 +0600","1abe6d1bd068d91ce12b90901d487cbee2bb7de9"
"2b7154ea22eefd28c74a6aaffe9658bb9ed0e684","Replace privacy page copy","2026-03-17 10:32:45 +0600","4252ad6c31f7293e472537c11d14e4178d9bf10a"
"e0b2ae837181cf5846b4c1fe501fa4ff3a8d423c","meow","2026-03-17 15:12:19 +0600","2b7154ea22eefd28c74a6aaffe9658bb9ed0e684"
"63b47f1bf54a4359b496b3ccdafe5ff44582519b","Moew","2026-03-19 13:10:32 +0600","e0b2ae837181cf5846b4c1fe501fa4ff3a8d423c"
"82a9f92f6e3624ff8e7662fb1b19cc3fd905ae30","k","2026-03-23 01:00:19 +0600","63b47f1bf54a4359b496b3ccdafe5ff44582519b"
"9075bd618fbf5f536d3cc01685e9c4a524daab54",".","2026-03-25 23:00:44 +0600","82a9f92f6e3624ff8e7662fb1b19cc3fd905ae30"
"18b13209acc2fef0c14d691c53c4e0cfc3102f8c","cat","2026-03-26 22:17:00 +0600","9075bd618fbf5f536d3cc01685e9c4a524daab54"
"0fcdb85907c97a524b687549baab8db53da07ab0","meow","2026-03-26 22:31:51 +0600","18b13209acc2fef0c14d691c53c4e0cfc3102f8c"
"fc32c4b791acd84e4bdce9770dc2edf4e46b28a1","meow","2026-03-26 23:10:21 +0600","0fcdb85907c97a524b687549baab8db53da07ab0"
"d877261fdd52babeda7a74f4e2e0d2f7010f0c98","meow","2026-03-26 23:21:51 +0600","fc32c4b791acd84e4bdce9770dc2edf4e46b28a1"
"cbf4aa377fc8dcd13a22ef8c5d1d0368182e87f9","meow","2026-03-26 23:29:39 +0600","d877261fdd52babeda7a74f4e2e0d2f7010f0c98"
"e2d30f47c539f397b198471b258d8f41db8a8235","meow","2026-03-27 00:24:19 +0600","cbf4aa377fc8dcd13a22ef8c5d1d0368182e87f9"
"bc7d5f7ef12a04dfa7ab4007f3fd137449501d04","Fixed","2026-03-27 09:22:37 +0600","e2d30f47c539f397b198471b258d8f41db8a8235"
"a079017ff9a110b28c5fc3b6dca9c6308d55050c","Fixed","2026-03-27 11:11:00 +0600","bc7d5f7ef12a04dfa7ab4007f3fd137449501d04"
"9ec8f0b1a30efa756bbfd323276744ccc9041311","Fixed","2026-03-27 12:42:24 +0600","a079017ff9a110b28c5fc3b6dca9c6308d55050c"
"8207358e5b9969f4895a63fe4bda9be44226cbad","Refine admin sci-fi layout and full-width shell","2026-03-27 14:36:29 +0600","9ec8f0b1a30efa756bbfd323276744ccc9041311"
"81d7bdb4429e2c36f4ecb7837db5cb7833695d5c","Add home tab and full-height admin layout","2026-03-27 15:02:27 +0600","8207358e5b9969f4895a63fe4bda9be44226cbad"
"03f6becc8bebc6ada1f04ebed859d9919c629fb7","Fix admin JSX fragment and CSS import order","2026-03-27 16:52:07 +0600","81d7bdb4429e2c36f4ecb7837db5cb7833695d5c"
"c6b992e9a1bd4d43a2a68114bc3f987ad7ec254c","Add LC type fields and self-delete account","2026-03-27 21:08:51 +0600","03f6becc8bebc6ada1f04ebed859d9919c629fb7"
"0bca8b9c8d3d407780a81a6a6bee8de3c992fe7a","Highlight premium bundles","2026-03-28 16:00:37 +0600","c6b992e9a1bd4d43a2a68114bc3f987ad7ec254c"
"7007462377ca5d1471d3f0784046105b3cc75132","Expand pricing page premium highlights","2026-03-28 16:04:46 +0600","0bca8b9c8d3d407780a81a6a6bee8de3c992fe7a"
"9ec977e9a15e244e85e058108888f9405b48c5fb","Fixed","2026-03-29 14:14:13 +0600","7007462377ca5d1471d3f0784046105b3cc75132"
"b823097673c15e1f2d49e53b02aa3060ff7bbfe8","Implement passkey auth, moderation tools, and signup UX fixes","2026-03-30 23:44:12 +0600","9ec977e9a15e244e85e058108888f9405b48c5fb"
"9e3c56e7e7190ec0477f29996c47bc695abe25e2","Add request logging and timeout diagnostics","2026-03-31 21:51:44 +0600","b823097673c15e1f2d49e53b02aa3060ff7bbfe8"
"f002adda2bd99d8f3f77c00c1c2b220f8c8975e9","Guard passkey setup options","2026-03-31 22:09:46 +0600","9e3c56e7e7190ec0477f29996c47bc695abe25e2"
"b608798d2a7730c95e2a464b739b47ad05564e58","Harden passkey options","2026-03-31 22:26:22 +0600","f002adda2bd99d8f3f77c00c1c2b220f8c8975e9"
"655c6464929890f0ac2c4d8e7e6203fc4763e742","Fix passkey userID buffer","2026-03-31 23:34:24 +0600","b608798d2a7730c95e2a464b739b47ad05564e58"
"94e452fc04880e913404cbd5a93146943f77cc0e","Await passkey option generation","2026-03-31 23:58:54 +0600","655c6464929890f0ac2c4d8e7e6203fc4763e742"
"30eccc2f0113cd2c4735c9b746f6ac908c13a7a5","Store passkeys in app_state","2026-04-01 00:22:15 +0600","94e452fc04880e913404cbd5a93146943f77cc0e"
"ede5ef30cee261284e14ffe37cb2ff3b3b7ec6a9","Filter invalid stored passkeys","2026-04-01 00:44:49 +0600","30eccc2f0113cd2c4735c9b746f6ac908c13a7a5"
"74044ee15daad2aff24e5068b9ac28623cf97b92","Track llama and models with LFS","2026-04-01 00:52:14 +0600","ede5ef30cee261284e14ffe37cb2ff3b3b7ec6a9"
"5b39610e0edf18dbb8bcba9b3fa839279fc64342","Allow discoverable passkey login fallback","2026-04-01 01:13:11 +0600","74044ee15daad2aff24e5068b9ac28623cf97b92"
"17a83cbf2d8e4c70850837f7f16a8b2c98a9083a","Backfill passkeys from user profile","2026-04-01 01:29:11 +0600","5b39610e0edf18dbb8bcba9b3fa839279fc64342"
"a855d106989ef48c699c1f7d21ea197854134323","Merge passkeys from profile and state","2026-04-01 05:04:54 +0600","17a83cbf2d8e4c70850837f7f16a8b2c98a9083a"
"9844bad1039b25b29d3c739fda3149a630923f66","Wrap docs pages in raw blocks","2026-04-02 08:08:11 +0600","a855d106989ef48c699c1f7d21ea197854134323"
"558f53e30fb44fd433a93e4c76a3b3382f7cfe6f","Normalize stored passkey public keys","2026-04-02 23:07:49 +0600","9844bad1039b25b29d3c739fda3149a630923f66"
"04c69face6723954f4964e16d5c4772fe8d40203","Fix passkey id normalization","2026-04-03 00:00:04 +0600","558f53e30fb44fd433a93e4c76a3b3382f7cfe6f"
"cd66e3cc208f7498ec32c97295c0c26c6a6cec76","Fix passkey login option ids","2026-04-03 00:20:21 +0600","04c69face6723954f4964e16d5c4772fe8d40203"
"8f830cef64c847ffac3080369a580c1292697a79","Fix passkey login verification","2026-04-03 00:32:35 +0600","cd66e3cc208f7498ec32c97295c0c26c6a6cec76"
"31e5d0ad441cb592f778d6bf5375e4ce67340cf0","Fix passkey registration key format","2026-04-03 01:37:54 +0600","8f830cef64c847ffac3080369a580c1292697a79"
"1a6852796bd3c0fe724cc5bc9cef60252fd0d7d6","Replace borders with shadowed surfaces","2026-04-03 03:20:39 +0600","31e5d0ad441cb592f778d6bf5375e4ce67340cf0"
"fae91e9379963a5de3d4d4c27e0296de990190b3","Add premium gating and priority filters","2026-04-04 20:11:18 +0600","1a6852796bd3c0fe724cc5bc9cef60252fd0d7d6"
"0f449010ca8288c87dbd7f6da63e8a7e97a9c7cb","Add threaded comment replies","2026-04-04 20:39:09 +0600","fae91e9379963a5de3d4d4c27e0296de990190b3"
"6b287f29cc9662f5da7fc0752cc9126689ce3402","Love the scope on this ??? we???ve now made the CRM + analytics + filter system real in the codebase.","2026-04-04 21:10:48 +0600","0f449010ca8288c87dbd7f6da63e8a7e97a9c7cb"
"5f6d7cfc670e637d0c7c89f1278e0aa7a72dcddb","???","2026-04-05 19:31:57 +0600","6b287f29cc9662f5da7fc0752cc9126689ce3402"
"59009cad8a2c177d48d805b8cbc194a7ba4798a9","Migrate CRM lead stack to normalized SQL models","2026-04-05 20:27:24 +0600","5f6d7cfc670e637d0c7c89f1278e0aa7a72dcddb"
"c6ff2cba21f122c8bf058001640342ad4bc6e373","Merge pull request #70 from gamertoky1188gro/codex/extend-prisma-schema-with-models-and-foreign-keys","2026-04-05 20:28:13 +0600","5f6d7cfc670e637d0c7c89f1278e0aa7a72dcddb 59009cad8a2c177d48d805b8cbc194a7ba4798a9"
"4a64668efabc69b08a544e74992dd1d8677e01e7","Add analytics governance sanitization and audit logging","2026-04-05 20:38:57 +0600","c6ff2cba21f122c8bf058001640342ad4bc6e373"
"0918039fde8c90a374137290fbb598b2ed109c34","Merge pull request #71 from gamertoky1188gro/codex/implement-analytics-governance-service","2026-04-05 20:39:24 +0600","c6ff2cba21f122c8bf058001640342ad4bc6e373 4a64668efabc69b08a544e74992dd1d8677e01e7"
"095060fb9198730a32aac4994cdfe23c09311aee","Add FX rate normalization across pricing and search","2026-04-05 20:54:22 +0600","0918039fde8c90a374137290fbb598b2ed109c34"
"f3423db52dd83579efbf8401eb70d6085610a0c1","Merge pull request #72 from gamertoky1188gro/codex/add-currency-management-functionality","2026-04-05 20:54:55 +0600","0918039fde8c90a374137290fbb598b2ed109c34 095060fb9198730a32aac4994cdfe23c09311aee"
"fce7676a0689a703e42d9f61b3480383a827840f","Refine search core filters and add guard tests","2026-04-05 21:06:30 +0600","f3423db52dd83579efbf8401eb70d6085610a0c1"
"f3948e953905d5ff656212acccd7c904c6914058","Merge pull request #73 from gamertoky1188gro/codex/implement-filter-management-in-searchresults","2026-04-05 21:09:02 +0600","f3423db52dd83579efbf8401eb70d6085610a0c1 fce7676a0689a703e42d9f61b3480383a827840f"
"97eddbb81a832c9c7ab7280666ee837ba79cc453","Add centralized org authorization service and capability-aware UI","2026-04-05 21:16:49 +0600","f3948e953905d5ff656212acccd7c904c6914058"
"68cf50cfa6a7793c26947af9434e85a7447283c8","Merge pull request #74 from gamertoky1188gro/codex/extend-data-model-and-implement-authorization","2026-04-05 21:21:28 +0600","f3948e953905d5ff656212acccd7c904c6914058 97eddbb81a832c9c7ab7280666ee837ba79cc453"
"1a68ccb2f570e53a3194360513f5d2540bc31616","Centralize event ingestion with taxonomy enforcement","2026-04-05 21:31:55 +0600","68cf50cfa6a7793c26947af9434e85a7447283c8"
"f11736c4e99fe1470b2287fb0c328a9f93784f1b","Merge pull request #75 from gamertoky1188gro/codex/implement-event-taxonomy-and-ingestion-improvements","2026-04-05 21:32:13 +0600","68cf50cfa6a7793c26947af9434e85a7447283c8 1a68ccb2f570e53a3194360513f5d2540bc31616"
"717744bc07eaa1b674b5283bcfe8fabcac30d34d","Revamp search filters IA with presets, sticky chips, and telemetry","2026-04-05 21:39:31 +0600","f11736c4e99fe1470b2287fb0c328a9f93784f1b"
"d5a545f7bba1802c83a342f224f0be6e984e248f","Merge pull request #76 from gamertoky1188gro/codex/implement-advanced-filter-ui-redesign","2026-04-05 21:39:47 +0600","f11736c4e99fe1470b2287fb0c328a9f93784f1b 717744bc07eaa1b674b5283bcfe8fabcac30d34d"
"44cbdb7e8e42f614abc2e67c70c3f046e7ed6a6d","Add CRM SQL relations, event logs, and regression coverage","2026-04-05 22:04:11 +0600","d5a545f7bba1802c83a342f224f0be6e984e248f"
"94fc77876f2a77973bbbf4c72bedcd488ab872b1","Merge pull request #77 from gamertoky1188gro/codex/add-prisma-models-and-relations","2026-04-05 22:04:27 +0600","d5a545f7bba1802c83a342f224f0be6e984e248f 44cbdb7e8e42f614abc2e67c70c3f046e7ed6a6d"
"6ef4f9822c78e34ba3a89e96988151654c4e19ac","Add analytics governance enforcement and policy tests","2026-04-05 22:08:36 +0600","94fc77876f2a77973bbbf4c72bedcd488ab872b1"
"6001ca352351de033f851843145bd175af9e2df3","Merge pull request #78 from gamertoky1188gro/codex/implement-analytics-governance-service-0g7rcc","2026-04-05 22:08:57 +0600","94fc77876f2a77973bbbf4c72bedcd488ab872b1 6ef4f9822c78e34ba3a89e96988151654c4e19ac"
"087fa7841c27fe619be75046a0ec0a06f63a86eb","Implement normalized FX pricing pipeline and stale-rate telemetry","2026-04-05 22:21:32 +0600","6001ca352351de033f851843145bd175af9e2df3"
"2524ef4c270b1c521a6a31a6549ae7898559cb36","Merge pull request #79 from gamertoky1188gro/codex/add-currency-features-and-services","2026-04-05 22:22:01 +0600","6001ca352351de033f851843145bd175af9e2df3 087fa7841c27fe619be75046a0ec0a06f63a86eb"
"29493e37f0d685c6eba0fa2e1fa45955d7a0e094","Add org operations module, APIs, models, and dashboard controls","2026-04-06 01:00:02 +0600","2524ef4c270b1c521a6a31a6549ae7898559cb36"
"6ae3a68394f926f4bb60179906fdd75576ffcc3f","Merge pull request #80 from gamertoky1188gro/codex/add-org-operations-domain-module-and-apis","2026-04-06 01:00:22 +0600","2524ef4c270b1c521a6a31a6549ae7898559cb36 29493e37f0d685c6eba0fa2e1fa45955d7a0e094"
"495910af223f55e60ad381eda376f933a93ff990","Add communication policy engine, queue moderation flow, and chat policy UI states","2026-04-06 01:15:35 +0600","6ae3a68394f926f4bb60179906fdd75576ffcc3f"
"f8989d0cdc924913444832737c159c0d92f37955","Merge pull request #81 from gamertoky1188gro/codex/create-policy-engine-module-with-rules","2026-04-06 01:16:33 +0600","6ae3a68394f926f4bb60179906fdd75576ffcc3f 495910af223f55e60ad381eda376f933a93ff990"
"13c9973de9674576a2317ecdc830fc087e62fb43","Add AI orchestration pipeline, endpoints, UI integrations, and eval runner","2026-04-06 01:23:35 +0600","f8989d0cdc924913444832737c159c0d92f37955"
"0fb5efb7e3d4e49f04b201b7774e51568485c4d4","Merge pull request #82 from gamertoky1188gro/codex/create-ai-orchestration-service-and-endpoints","2026-04-06 01:28:25 +0600","f8989d0cdc924913444832737c159c0d92f37955 13c9973de9674576a2317ecdc830fc087e62fb43"
"81d58965662d0f5ecad81617d522e38276ea3fc8","Add unified deal journey lifecycle, tracking, UI timeline, and E2E matrix","2026-04-06 01:39:01 +0600","0fb5efb7e3d4e49f04b201b7774e51568485c4d4"
"a8ada1166d4cecce836e44260893a7d1e6b05e19","Merge pull request #83 from gamertoky1188gro/codex/implement-deal-lifecycle-and-journey-tracking","2026-04-06 01:39:17 +0600","0fb5efb7e3d4e49f04b201b7774e51568485c4d4 81d58965662d0f5ecad81617d522e38276ea3fc8"
"ab768e3a41eea9d064641fd730395ce033e54ba1","Refactor analytics platform access tiers and privacy governance","2026-04-06 01:45:10 +0600","a8ada1166d4cecce836e44260893a7d1e6b05e19"
"1ef7fbd8038601907806106fac042981af3d4abf","Merge pull request #84 from gamertoky1188gro/codex/refactor-analytics-access-policy-and-endpoints","2026-04-06 01:45:28 +0600","a8ada1166d4cecce836e44260893a7d1e6b05e19 ab768e3a41eea9d064641fd730395ce033e54ba1"
"c8d3df2b7a282aaae70a0ce9c736eb1748264a43","Add governance policy, trust risk, enforcement modules and admin UI","2026-04-06 01:54:21 +0600","1ef7fbd8038601907806106fac042981af3d4abf"
"f739cc6bab1aa1dd28e755a8a3aa2a344d72c9e5","Merge pull request #85 from gamertoky1188gro/codex/create-governance-modules-and-features","2026-04-06 01:54:35 +0600","1ef7fbd8038601907806106fac042981af3d4abf c8d3df2b7a282aaae70a0ce9c736eb1748264a43"
"0b79f27cc6826f1635795567545a242c7509ae1e","docs: add copy-paste block for unimplemented items","2026-04-06 02:02:11 +0600","2524ef4c270b1c521a6a31a6549ae7898559cb36"
"5e88171c1caf550985a6c9b6c8961ac9d81430c1","Merge pull request #86 from gamertoky1188gro/codex/simplify-filter-system-for-website","2026-04-06 02:02:25 +0600","f739cc6bab1aa1dd28e755a8a3aa2a344d72c9e5 0b79f27cc6826f1635795567545a242c7509ae1e"
"0c286b0c1ea55a3fb9451363c6c963ced744b53f","Add workflow lifecycle domain, API, hooks, UI timeline, and e2e coverage","2026-04-06 18:52:43 +0600","5e88171c1caf550985a6c9b6c8961ac9d81430c1"
"0c0019dca5b254250245af5bc5e735828cc080a3","Merge pull request #87 from gamertoky1188gro/codex/implement-new-workflow-domain-and-api","2026-04-06 18:53:00 +0600","5e88171c1caf550985a6c9b6c8961ac9d81430c1 0c286b0c1ea55a3fb9451363c6c963ced744b53f"
"df70a54db4c15ce0039922b734f2d9e2aaccf842","Add enterprise ops policies, SLA escalations, workload APIs, and dashboard UI","2026-04-06 19:03:54 +0600","0c0019dca5b254250245af5bc5e735828cc080a3"
"2d69ddaec9b6bb08496c8c28c8c0f48ea5482c73","Merge pull request #88 from gamertoky1188gro/codex/implement-enterprise-operations-service-and-ui","2026-04-06 19:04:16 +0600","0c0019dca5b254250245af5bc5e735828cc080a3 df70a54db4c15ce0039922b734f2d9e2aaccf842"
"01df8cafc38ca1e0865f055005675676334b2743","Add communication policy engine v2 with queue, limits, and admin/org controls","2026-04-06 19:21:20 +0600","2d69ddaec9b6bb08496c8c28c8c0f48ea5482c73"
"882c427a8f051a5170bf9b91560c3d47ebb4512a","Merge pull request #89 from gamertoky1188gro/codex/implement-message-communication-policy-service","2026-04-06 19:21:44 +0600","2d69ddaec9b6bb08496c8c28c8c0f48ea5482c73 01df8cafc38ca1e0865f055005675676334b2743"
"7df459e3759e0707f14df2cf04641fd0b0d269ce","added codex-transcript-viewer as submodule","2026-04-06 19:33:39 +0600","882c427a8f051a5170bf9b91560c3d47ebb4512a"
"1cac774dc741806a6e44cb612b6b26e30605f2a2","chore(ci): add CI helpers and fix contract audit ordering","2026-04-12 23:30:15 +0600","7df459e3759e0707f14df2cf04641fd0b0d269ce"
"bbe825387629d4609ef588a5e34614ce89ba515c","Merge pull request #90 from gamertoky1188gro/feat/ci-reindex-contract-audit-fix","2026-04-13 09:45:43 +0600","882c427a8f051a5170bf9b91560c3d47ebb4512a 1cac774dc741806a6e44cb612b6b26e30605f2a2"
"279bd4a7bef5de022bbb094de1d0723e5cabcfa8","feat(search): promote auditDate to core filters and add core date-picker UI","2026-04-13 10:05:01 +0600","1cac774dc741806a6e44cb612b6b26e30605f2a2"
"d8eed66f6058512ec8c459e74edd1d79e1c180d4","f","2026-04-13 13:01:56 +0600","279bd4a7bef5de022bbb094de1d0723e5cabcfa8"
"1bda80409fd4085103b649c2555888e421882f09","Merge branch 'main' of https://github.com/gamertoky1188gro/A-Peronson-s-Website into feat/ci-reindex-contract-audit-fix","2026-04-13 13:02:40 +0600","d8eed66f6058512ec8c459e74edd1d79e1c180d4 bbe825387629d4609ef588a5e34614ce89ba515c"
"4e7fc9298de9db94fdacb86269f7dcfa95625a80","Merge branch 'feat/ci-reindex-contract-audit-fix'","2026-04-13 13:12:43 +0600","bbe825387629d4609ef588a5e34614ce89ba515c 1bda80409fd4085103b649c2555888e421882f09"
"efa50be1520cfdc0f2badddab98675c30f138bb4","meow","2026-04-13 14:51:05 +0600","4e7fc9298de9db94fdacb86269f7dcfa95625a80"
"14600bfc30888c6efc54c2ed5834f14129cb3e1a","meow","2026-04-14 20:41:11 +0600","efa50be1520cfdc0f2badddab98675c30f138bb4"
"5d9b64fca3001abeb7c20b736e9a32235b78beb6","Add sample order flow and buyer verification region guidance","2026-04-14 21:09:53 +0600","14600bfc30888c6efc54c2ed5834f14129cb3e1a"
"57e99b2bd417ffddd1a053f80b8cee6a30ccb5ef","Merge pull request #91 from gamertoky1188gro/codex/identify-and-fix-ui-issues","2026-04-14 21:13:36 +0600","14600bfc30888c6efc54c2ed5834f14129cb3e1a 5d9b64fca3001abeb7c20b736e9a32235b78beb6"
"8f2a8b167bae8e6bdb9beb807c50e23c410a4891","meow","2026-04-16 20:43:11 +0600","57e99b2bd417ffddd1a053f80b8cee6a30ccb5ef"
"da9f9a5ce72ed9c33f0ea3ba954c6022a8a19191","meow","2026-04-16 21:02:03 +0600","8f2a8b167bae8e6bdb9beb807c50e23c410a4891"
"2a42e1aad9a9edfba5aceaae574d289020496587","meow","2026-04-17 16:26:48 +0600","da9f9a5ce72ed9c33f0ea3ba954c6022a8a19191"
"eba4016ccefb9d9069e6a7ad05533106662c7408","fix lfsconfig","2026-04-17 16:28:25 +0600","2a42e1aad9a9edfba5aceaae574d289020496587"
"c9b1c8f3fd11dc5f0bd4d99cc96742df0ae3bf3a","s","2026-04-17 16:31:20 +0600","eba4016ccefb9d9069e6a7ad05533106662c7408"
"77aaad53619a784ff79916aed49cd89e147ce5bd","d","2026-04-17 17:47:11 +0600","c9b1c8f3fd11dc5f0bd4d99cc96742df0ae3bf3a"
"5df5c8000190f7b37870a297c77d5660e57d4e32","meow","2026-04-17 17:51:53 +0600","77aaad53619a784ff79916aed49cd89e147ce5bd"
"df872cddebf23d15e5aca61bfe8c8bbb2acfc17a","fixed","2026-04-17 18:12:35 +0600","5df5c8000190f7b37870a297c77d5660e57d4e32"
"d359c3a2052414149a2b3805660115472da0bf08","fixed","2026-04-17 18:46:01 +0600","df872cddebf23d15e5aca61bfe8c8bbb2acfc17a"
"ff9157b5a6e2390d5dddfc0660eeb73cc4c92027","fixed","2026-04-17 19:04:02 +0600","d359c3a2052414149a2b3805660115472da0bf08"
"97c9a7dddb6b69c9e8deb8a319df31fdb330625a","ghjmcgjmmgcjumgcjnhgchujngcujngcutjmngctujmngcujmngctujngctjmngctujnmgctjmgctjumngctjmgctjmgtcjmngjmngcfjnmtcfntgjkjaedfklwjbdfldfidfgliadfgdfgdkfjfgadfkghadlkhgdfkgdfkgfkjgafkjgadfjgdfkdgfkgagdfjhadkhgfadjafdkhgdfhadfhdfgdfhgsdsigfaojadfigfaigfiawffnadfjlhdfkjaf;jasdho;gfvdsfljjlgdf;gsdf;fjlgfdjg;dfsj;ogsaddjgfsdfsdfgsdfllsdflgihdflhdfjgflkdfsjgfldfsklfdjgdfslglkdhhgdfldfsldfgldsffgdjdfs","2026-04-17 19:51:30 +0600","ff9157b5a6e2390d5dddfc0660eeb73cc4c92027"
"294176c513a7c0c150e103a78ffb831dd9df5d5a","Update package.json","2026-04-17 20:12:26 +0600","97c9a7dddb6b69c9e8deb8a319df31fdb330625a"
"d2e1ec8fa6c76b5e4baea5a70057e1f7e51c08bd",".","2026-04-17 21:38:16 +0600","294176c513a7c0c150e103a78ffb831dd9df5d5a"
"2ad45fee66bb989c487439324c3d8dfdb3788974",".","2026-04-17 22:09:27 +0600","d2e1ec8fa6c76b5e4baea5a70057e1f7e51c08bd"
"f2c6884f5fb8cdd2b37fd828c533b8bf5c4e43dc","Refactor requirements.json handler to use Prisma for read/write operations","2026-04-18 12:33:53 +0600","2ad45fee66bb989c487439324c3d8dfdb3788974"
"9b0c589fbb4b2288eaff5218173d6a89e9805f57","feat: add feed posts management with CRUD operations and markdown support","2026-04-18 13:22:34 +0600","f2c6884f5fb8cdd2b37fd828c533b8bf5c4e43dc"
"48065793f6dc8623da2ff7112c69b609d983d544","Implement feature X to enhance user experience and optimize performance","2026-04-18 20:33:37 +0600","9b0c589fbb4b2288eaff5218173d6a89e9805f57"
"4b371e2b7f98a96b502ab1be0b8a06483607df76","feat: add new contract artifacts and update admin audit log","2026-04-18 20:57:50 +0600","48065793f6dc8623da2ff7112c69b609d983d544"
"db2449cb0fd5b40079220b68df9a7dcacbd8960b","meow","2026-04-19 09:35:51 +0600","4b371e2b7f98a96b502ab1be0b8a06483607df76"
"87f3287c50a840d4db00abc92a5481dd4085f0c0","meow","2026-04-19 10:36:00 +0600","db2449cb0fd5b40079220b68df9a7dcacbd8960b"
"3849cb1680a7e89599f7faf0fc68d69b93069637","meow","2026-04-19 23:05:52 +0600","87f3287c50a840d4db00abc92a5481dd4085f0c0"
"fb758bf562d754bcd246c04a27dca1c25dce1df4","y","2026-04-19 23:56:18 +0600","3849cb1680a7e89599f7faf0fc68d69b93069637"
"de296b13ba759b0b5731d2a121498c47da3b24ca","fix admin panel auth headers for local development","2026-04-20 00:04:56 +0600","fb758bf562d754bcd246c04a27dca1c25dce1df4"
"9d1bc804c772851f99863e3da0272896cd34ab38","Merge pull request #92 from gamertoky1188gro/codex/read-full-1.txt-file","2026-04-20 00:05:24 +0600","fb758bf562d754bcd246c04a27dca1c25dce1df4 de296b13ba759b0b5731d2a121498c47da3b24ca"
"7b4d6cd365315903be425ef880303d21e1740d8c","meow","2026-04-20 00:07:34 +0600","9d1bc804c772851f99863e3da0272896cd34ab38"
"89df54fbd5c6b5858238263f8766a87e8ba0b1df","restore full admin panel feature set from baseline","2026-04-20 00:19:27 +0600","fb758bf562d754bcd246c04a27dca1c25dce1df4"
"b643c29ac7c9a5d356f1168eb9f33d2eb816f809","Merge branch 'main' into codex/read-full-1.txt-file-9zcv1g","2026-04-20 00:24:57 +0600","89df54fbd5c6b5858238263f8766a87e8ba0b1df 7b4d6cd365315903be425ef880303d21e1740d8c"
"756cc3b557e3469936b1207a21a144fbcd92ce98","Merge pull request #93 from gamertoky1188gro/codex/read-full-1.txt-file-9zcv1g","2026-04-20 00:25:18 +0600","7b4d6cd365315903be425ef880303d21e1740d8c b643c29ac7c9a5d356f1168eb9f33d2eb816f809"
"1881e0963075cb9a4323eb1fafcfb929fd9a5f57","add fullscreen admin security gate for device mismatch","2026-04-20 00:33:34 +0600","fb758bf562d754bcd246c04a27dca1c25dce1df4"
"c70bc60a805cd68dce3ae5e0de228a9617b698b9","Merge branch 'main' into codex/read-full-1.txt-file-uzsl7x","2026-04-20 00:35:44 +0600","1881e0963075cb9a4323eb1fafcfb929fd9a5f57 756cc3b557e3469936b1207a21a144fbcd92ce98"
